date,price
2021-10-16,60892.31597055
2021-10-17,61553.956506
2021-10-18,62026.25618629
2021-10-19,64261.9893302
2021-10-20,65992.85216534
2021-10-21,62210.17881483
2021-10-22,60692.26855553
2021-10-23,61393.60664553
2021-10-24,60890.44681434
2021-10-25,63039.57987184
2021-10-26,60363.85342729
2021-10-27,58482.46737272
2021-10-28,60622.13455652
2021-10-29,62227.96612372
2021-10-30,61888.47958234
2021-10-31,61318.11615024
2021-11-01,60927.50300782
2021-11-02,63226.38129676
2021-11-03,62929.22731553
2021-11-04,61452.22974425
2021-11-05,61125.71647653
2021-11-06,61526.96743462
2021-11-07,63326.9968848
2021-11-08,67566.83058612
2021-11-09,66971.81308663
2021-11-10,64995.23326355
2021-11-11,64949.96089721
2021-11-12,64155.94447381
2021-11-13,64469.52733851
2021-11-14,65466.84683709
2021-11-15,63557.87409624
2021-11-16,60161.241369
2021-11-17,60368.01500829
2021-11-18,56942.13898648
2021-11-19,58422.52746173
2021-11-20,59755.94013668
2021-11-21,58729.69523361
2021-11-22,56289.58633561
2021-11-23,57569.06337553
2021-11-24,57166.12456275
2021-11-25,59143.4031832
2021-11-26,53736.17503864
2021-11-27,54813.02968628
2021-11-28,57248.49592344
2021-11-29,57806.56506135
2021-11-30,57005.42803751
2021-12-01,57229.56022488
2021-12-02,56508.77946711
2021-12-03,53598.24262296
2021-12-04,49176.03972687
2021-12-05,49368.51423588
2021-12-06,50582.63929602
2021-12-07,50700.72461947
2021-12-08,50505.10505562
2021-12-09,47672.12932493
2021-12-10,47243.3163347
2021-12-11,48885.86582088
2021-12-12,50098.32952673
2021-12-13,46737.4803871
2021-12-14,46612.18349622
2021-12-15,48896.70257694
2021-12-16,47656.0893402
2021-12-17,46201.77808143
2021-12-18,46849.26483996
2021-12-19,46707.30541155
2021-12-20,46880.28208227
2021-12-21,48936.61562539
2021-12-22,48628.59633563
2021-12-23,50784.53692519
2021-12-24,50822.19442712
2021-12-25,50429.8577970562
2021-12-26,50809.5150128895
2021-12-27,50640.4188043781
2021-12-28,47588.8547774592
2021-12-29,46444.7104905398
2021-12-30,47178.1258434398
2021-12-31,46306.4461226996
2022-01-01,47686.8115091782
2022-01-02,47345.220564253
2022-01-03,46458.1169588914
2022-01-04,45897.5758267783
2022-01-05,43569.0033476498
2022-01-06,43160.9284196054
2022-01-07,41557.9011609709
2022-01-08,41733.9430988926
2022-01-09,41911.6015363357
2022-01-10,41821.2631390031
2022-01-11,42735.8541195077
2022-01-12,43949.1006867819
2022-01-13,42591.5748941116
2022-01-14,43100.9856626147
2022-01-15,43177.3980423963
2022-01-16,43118.117578804
2022-01-17,42250.55078125
2022-01-18,42375.7728881836
2022-01-19,41744.3333300352
2022-01-20,40680.4282860158
2022-01-21,36457.3152636278
2022-01-22,35030.25
2022-01-23,36276.8632381804
2022-01-24,36654.8325270345
2022-01-25,36954.0053615335
2022-01-26,36852.1185283661
2022-01-27,37138.2574641217
2022-01-28,37784.3322866339
2022-01-29,38138.1816611924
2022-01-30,37917.5936461119
2022-01-31,38483.1275444031
2022-02-01,38743.2808304312
2022-02-02,36952.9816875359
2022-02-03,37332.8639756426
2022-02-04,41500.876526997
2022-02-05,41441.5548782349
2022-02-06,42412.4378491306
2022-02-07,43853.6216163635
2022-02-08,44118.4613914482
2022-02-09,44578.2773475647
2022-02-10,43565.1102294922
2022-02-11,42407.9391479492
2022-02-12,42244.469467163
2022-02-13,42197.5096435547
2022-02-14,42586.9086303711
2022-02-15,44575.2027587891
2022-02-16,43961.8606567383
2022-02-17,40538.0141601563
2022-02-18,40030.9675292969
2022-02-19,40122.1362304688
2022-02-20,38383.4741210937
2022-02-21,37075.2803716176
2022-02-22,38286.0299707547
2022-02-23,37296.1571914434
2022-02-24,38332.0206299173
2022-02-25,39234.5214748383
2022-02-26,39106.0070895195
2022-02-27,37739.5751953125
2022-02-28,43193.2344911102
2022-03-01,44354.637008667
2022-03-02,43924.1216430664
2022-03-03,42451.5703125
2022-03-04,39141.5104959107
2022-03-05,39400.590553284
2022-03-06,38419.9838867188
2022-03-07,38062.0391047899
2022-03-08,38737.2333984376
2022-03-09,41982.9750977538
2022-03-10,39437.459173584
2022-03-11,38798.219429493
2022-03-12,38904.0292773438
2022-03-13,37849.6692504883
2022-03-14,39666.7600097656
2022-03-15,39338.7919921875
2022-03-16,41143.9267578125
2022-03-17,40951.38671875
2022-03-18,41801.1171875
2022-03-19,42190.65234375
2022-03-20,41247.82421875
2022-03-21,41077.9999999999
2022-03-22,42358.8046875
2022-03-23,42893.5390625
2022-03-24,43960.93359375
2022-03-25,44349.42578125
2022-03-26,44500.8828125
2022-03-27,46820.494140625
2022-03-28,47128.0048828124
2022-03-29,47466.8359375
2022-03-30,47062.7617187499
2022-03-31,45538.6796875
2022-04-01,46282.9023437501
2022-04-02,45868.949218749996
2022-04-03,46453.7246093749
2022-04-04,46622.6679687501
2022-04-05,45555.9999999998
2022-04-06,43206.7499999999
2022-04-07,43503.8437499999
2022-04-08,42287.9843749998
2022-04-09,42782.139648438
2022-04-10,42207.6718750001
2022-04-11,39521.6679687499
2022-04-12,40127.181640625
2022-04-13,41166.730468749996
2022-04-14,39935.513671875
2022-04-15,40552.38671875
2022-04-16,40407.873046875
2022-04-17,39716.95703125
2022-04-18,40826.21093750013
2022-04-19,41502.75781249987
2022-04-20,41374.376953125
2022-04-21,40527.36523437487
2022-04-22,39740.32421875
2022-04-23,39486.71875
2022-04-24,39469.287109375
2022-04-25,40458.30664062513
2022-04-26,38117.46679687487
2022-04-27,39241.11914062513
2022-04-28,39773.82617187487
2022-04-29,38610.783203125
2022-04-30,37714.00195312487
2022-05-01,38469.09179687537
2022-05-02,38529.32617187537
2022-05-03,37750.45507812487
2022-05-04,39698.37304687487
2022-05-05,36575.14062499987
2022-05-06,36040.921875
2022-05-07,35501.953125
2022-05-08,34059.26562500013
2022-05-09,30296.9492187249
2022-05-10,31022.90625
2022-05-11,28936.355468750136
2022-05-12,28943.505859374863
2022-05-13,29286.958984375
2022-05-14,30100.658203125
2022-05-15,31305.11328125
2022-05-16,29862.91992187487
2022-05-17,30425.859375
2022-05-18,28720.271484375
2022-05-19,30314.337890625
2022-05-20,29200.74414062487
2022-05-21,29432.11328125
2022-05-22,30283.4453125
2022-05-23,29098.8984375
2022-05-24,29655.5859375
2022-05-25,29562.361328125
2022-05-26,29267.2285156251
2022-05-27,29196.46484375
2022-05-28,29023.0390625
2022-05-29,29445.9609375
2022-05-30,31726.390624999864
2022-05-31,31792.31250000013
2022-06-01,29799.08007812487
2022-06-02,30467.89453125
2022-06-03,29704.3945312499
2022-06-04,29832.91210937513
2022-06-05,29906.662109375
2022-06-06,31370.67773437487
2022-06-07,31155.47851562487
2022-06-08,30214.3554687499
2022-06-09,30111.998046875
2022-06-10,29084.3125
2022-06-11,28360.8125
2022-06-12,26762.650390625
2022-06-13,22487.3867187501
2022-06-14,22206.541015625
2022-06-15,22572.931640625
2022-06-16,20381.654296875
2022-06-17,20471.4843749999
2022-06-18,20473.18359375
2022-06-19,20553.271484375
2022-06-20,20599.537109375
2022-06-21,20710.597656250136
2022-06-22,19987.029296875
2022-06-23,21085.685546875136
2022-06-24,21231.66796875
2022-06-25,21502.33984375
2022-06-26,21027.294921875136
2022-06-27,20735.478515625
2022-06-28,20280.634765625
2022-06-29,20104.4726562499
2022-06-30,19784.7265625
2022-07-01,19269.3711
2022-07-02,19242.3183593751
2022-07-03,19297.1777343751
2022-07-04,20230.6269531249
2022-07-05,20190.9589843749
2022-07-06,20548.2402343749
2022-07-07,20574.8984375
2022-07-08,21638.3261718751
2022-07-09,21592.4765625
2022-07-10,20859.0722656251
2022-07-11,19970.3554687499
2022-07-12,19323.9121093751
2022-07-13,20212.8281249999
2022-07-14,20575.7343749999
2022-07-15,20837.3769531251
2022-07-16,21190.0117187499
2022-07-17,20795.4277343749
2022-07-18,22485.1835937501
2022-07-19,23389.4941406249
2022-07-20,23231.2558593751
2022-07-21,23164.01953125
2022-07-22,22714.9843750001
2022-07-23,22458.7246093751
2022-07-24,22609.7324218749
2022-07-25,21361.9902343751
2022-07-26,21240.9687499999
2022-07-27,22930.6757812499
2022-07-28,23843.8867187501
2022-07-29,23795.6757812499
2022-07-30,23653.8183593751
2022-07-31,23336.8984375
2022-08-01,23314.3769531249
2022-08-02,22978.16015625
2022-08-03,22847.8593749999
2022-08-04,22630.3378906251
2022-08-05,23291.3945312499
2022-08-06,22961.03125
2022-08-07,23175.3886718751
2022-08-08,23809.4726562499
2022-08-09,23162.07421875
2022-08-10,23947.6367187499
2022-08-11,24111.9707031249
2022-08-12,24407.8437499999
2022-08-13,24437.2773437501
2022-08-14,24319.6425781249
2022-08-15,24137.5703125
2022-08-16,23883.29296875
2022-08-17,23333.3632812499
2022-08-18,23212.9492187499
2022-08-19,20877.1953124999
2022-08-20,21168.3105468751
2022-08-21,21534.1171875
2022-08-22,21398.8339843751
2022-08-23,21527.1601562499
2022-08-24,21394.9707031251
2022-08-25,21600.9082031251
2022-08-26,20260.4628906249
2022-08-27,20041.3144531249
2022-08-28,19616.8378906251
2022-08-29,20297.3046874999
2022-08-30,19796.6777343751
2022-08-31,20049.76171875
2022-09-01,20127.244140625
2022-09-02,19969.1699218751
2022-09-03,19832.3066406249
2022-09-04,19986.1542968749
2022-09-05,19812.3007812499
2022-09-06,18837.111328125
2022-09-07,19290.4824218751
2022-09-08,19322.667968749893
2022-09-09,21381.1582031249
2022-09-10,21667.7363281249
2022-09-11,21769.9160156249
2022-09-12,22378.0234375
2022-09-13,20193.59765625
2022-09-14,20241.8398437499
2022-09-15,19701.5292968751
2022-09-16,19774.9511718751
2022-09-17,20127.3144531249
2022-09-18,19420.6132812499
2022-09-19,19544.169921875
2022-09-20,18890.794921875
2022-09-21,18547.4003906249
2022-09-22,19413.5468749999
2022-09-23,19286.8984375
2022-09-24,19001.7167968751
2022-09-25,18939.76953125
2022-09-26,19224.1015625
2022-09-27,19111.2871093751
2022-09-28,19426.7519531249
2022-09-29,19573.9394531251
2022-09-30,19422.6152343749
2022-10-01,19312.0820312499
2022-10-02,19044.1054687499
2022-10-03,19625.6269531249
2022-10-04,20337.0703125
2022-10-05,20160.6230468749
2022-10-06,19956.9570312499
2022-10-07,19450.8730468749
2022-10-08,19416.8007812499
2022-10-09,19446.5566406249
2022-10-10,19141.5078125
2022-10-11,19051.3398437499
2022-10-12,19157.4492187499
2022-10-13,19382.2089843751
2022-10-14,19186.5761718751
2022-10-15,19067.5488281249
2022-10-16,19267.1914062499
2022-10-17,19557.9375
2022-10-18,19334.5703125
2022-10-19,19139.5
2022-10-20,19053.9082031249
2022-10-21,19172.4707031249
2022-10-22,19210.3652343749
2022-10-23,19567.5937500001
2022-10-24,19344.0820312499
2022-10-25,20095.5390624999
2022-10-26,20770.3632812499
2022-10-27,20289.8808593751
2022-10-28,20603.4902343751
2022-10-29,20818.8515625
2022-10-30,20636.5703125
2022-10-31,20496.4863281249
2022-11-01,20482.9023437499
2022-11-02,20159.8671875
2022-11-03,20210.5
2022-11-04,21147.5859375
2022-11-05,21285.990234375
2022-11-06,20926.4296875
2022-11-07,20595.8203125
2022-11-08,18541.099609375
2022-11-09,15880.780273437546
2022-11-10,17586.7734375
2022-11-11,17037.105468749954
2022-11-12,16799.40625
2022-11-13,16351.40625
2022-11-14,16618.0
2022-11-15,16884.9375
2022-11-16,16669.447265625
2022-11-17,16687.4453125
2022-11-18,16696.1171875
2022-11-19,16711.4453125
2022-11-20,16291.865234375
2022-11-21,15787.2734375
2022-11-22,16189.7734375
2022-11-23,16610.7109375
2022-11-24,16597.5
2022-11-25,16521.849609375
2022-11-26,16464.2578125
2022-11-27,16440.98046875
2022-11-28,16217.3203125
2022-11-29,16444.98046875
2022-11-30,17168.5703125
2022-12-01,16967.919921875
2022-12-02,17088.66015625
2022-12-03,16908.240234375
2022-12-04,17130.4921875
2022-12-05,17128.400390625
2022-12-06,17089.5703125
2022-12-07,16850.8359375
2022-12-08,17233.28125
2022-12-09,17133.15625
2022-12-10,17126.0703125
2022-12-11,17102.919921875
2022-12-12,17206.51953125
2022-12-13,17781.28125
2022-12-14,17815.65625
2022-12-15,17372
2022-12-16,16649.5234375
2022-12-17,16795.9609375
2022-12-18,16757.94921875
2022-12-19,16439.4765625
2022-12-20,16906.9609375
2022-12-21,16818.53125
2022-12-22,16830.333984375
2022-12-23,16797.810546875
2022-12-24,16847.240234375
2022-12-25,16841.9870522838
2022-12-26,16919.8051749285
2022-12-27,16717.1739801271
2022-12-28,16552.5717365145
2022-12-29,16642.3426718856
2022-12-30,16602.5851557701
2022-12-31,16547.4953660162
2023-01-01,16625.0805507091
2023-01-02,16688.4713573932
2023-01-03,16679.8570798137
2023-01-04,16863.2382582833
2023-01-05,16836.7366452236
2023-01-06,16951.9695166293
2023-01-07,16955.0774351588
2023-01-08,17091.1444513033
2023-01-09,17196.5540596395
2023-01-10,17446.292509299
2023-01-11,17943.8976294683
2023-01-12,18869.5880552656
2023-01-13,19909.4777992
2023-01-14,20976.1614879073
2023-01-15,20880.8183993782
2023-01-16,21169.5290203493
2023-01-17,21162.7791251093
2023-01-18,20688.7829969
2023-01-19,21086.7984619374
2023-01-20,22676.4559305874
2023-01-21,22777.4010203394
2023-01-22,22720.8166775887
2023-01-23,23125.8962302888
2023-01-24,22636.465051985
2023-01-25,23089.8424551883
2023-01-26,23032.6371442895
2023-01-27,23078.4908412392
2023-01-28,23031.6991442895
2023-01-29,23774.5633865889
2023-01-30,22839.9766407397
2023-01-31,23138.6561203881
2023-02-01,23723.7497213864
2023-02-02,23471.966
2023-02-03,23449.1731600905
2023-02-04,23332.3401890923
2023-02-05,22955.0295479393
2023-02-06,22760.1055623899
2023-02-07,23264.0858202929
2023-02-08,22939.2765687395
2023-02-09,21819.1339066969
2023-02-10,21651.9900057
2023-02-11,21869.2275718994
2023-02-12,21785.1470182986
2023-02-13,21783.9090374986
2023-02-14,22227.785
2023-02-15,24307.1302939872
2023-02-16,23624.1652629867
2023-02-17,24567.6517633861
2023-02-18,24309.4242747871
2023-02-19,24326.5172491882
2023-02-20,24829.1551593856
2023-02-21,24437.8492683858
2023-02-22,24179.9402859864
2023-02-23,23947.2633153867
2023-02-24,23197.7647737896
2023-02-25,23174.1288945896
2023-02-26,23563.0615977888
2023-02-27,23494.5378377888
2023-02-28,23136.5961395893
2023-03-01,23641.8352731886
2023-03-02,23469.4373023887
2023-03-03,22367.2063881908
2023-03-04,22352.47639
2023-03-05,22427.2593899898
2023-03-06,22434.3493343897
2023-03-07,22195.0573535903
2023-03-08,21714.0730889925
2023-03-09,20363.1084473985
2023-03-10,20187.8804684988
2023-03-11,20632.4100212973
2023-03-12,22157.6933687894
2023-03-13,24155.6343559852
2023-03-14,24746.7622579839
2023-03-15,24364.4222701845
2023-03-16,25061.7991619842
2023-03-17,27402.6119507828
2023-03-18,26965.6318915834
2023-03-19,28038.5277007821
2023-03-20,27767.6267527824
2023-03-21,28159.2526503818
2023-03-22,27409.7079171828
2023-03-23,28327.0865953816
2023-03-24,27493.2204675817
2023-03-25,27494.6094483817
2023-03-26,27994.7643349808
2023-03-27,26907.9346019816
2023-03-28,27257.8145743808
2023-03-29,28349.7925365804
2023-03-30,28037.0817199804
2023-03-31,28478.4574873803
2023-04-01,28417.1147273803
2023-04-02,28180.4028357795
2023-04-03,27807.0699167792
2023-04-04,28177.4448549795
2023-04-05,28185.0767983794
2023-04-06,28048.6567711793
2023-04-07,28001.5160471788
2023-04-08,27950.17742
2023-04-09,28334.3635773788
2023-04-10,29652.5723413788
2023-04-11,30183.5781893788
2023-04-12,29999.8962301793
2023-04-13,30400.2001343782
2023-04-14,30464.8138649781
2023-04-15,30296.7269109782
2023-04-16,30309.9679167783
2023-04-17,29445.3704025795
2023-04-18,30374.6921559784
2023-04-19,28827.9454701812
2023-04-20,28333.6455965798
2023-04-21,27266.0455073805
2023-04-22,27868.8936871782
2023-04-23,27581.9557265784
2023-04-24,27557.3948473785
2023-04-25,27520.0588631785
2023-04-26,28315.6896059781
2023-04-27,29471.9433625793
2023-04-28,29353.8054059793
2023-04-29,29347.8424107793
2023-04-30,29240.7003821794
2023-05-01,28130.7226781797
2023-05-02,28659.91859
2023-05-03,28996.0144637796
2023-05-04,29049.14447
2023-05-05,29531.8393195795
2023-05-06,28880.1294231797
2023-05-07,28442.8714839797
2023-05-08,27661.8039753805
2023-05-09,27767.8197527799
2023-05-10,27613.4548027798
2023-05-11,27000.0947877805
2023-05-12,26799.6238249811
2023-05-13,26842.3357777816
2023-05-14,26767.7727886817
2023-05-15,27192.93055
2023-05-16,27029.9427481815
2023-05-17,27387.8366693811
2023-05-18,26832.7458013816
2023-05-19,26829.0668205816
2023-05-20,27068.6767323817
2023-05-21,26801.6488057817
2023-05-22,26847.2347623817
2023-05-23,27199.1005107812
2023-05-24,26329.1888899823
2023-05-25,26486.6467811822
2023-05-26,26717.1337277825
2023-05-27,26850.3257431828
2023-05-28,28082.6472821821
2023-05-29,27755.8937431824
2023-05-30,27730.2088639824
2023-05-31,27229.3786155826
2023-06-01,26832.1998205824
2023-06-02,27251.4824865826
2023-06-03,27231.6756155826
2023-06-04,27074.34877
2023-06-05,25807.2349051837
2023-06-06,27217.6806963826
2023-06-07,26332.3458521837
2023-06-08,26480.2917987834
2023-06-09,26369.8368677833
2023-06-10,25859.2998677842
2023-06-11,25853.6188725842
2023-06-12,25914.0346879842
2023-06-13,25925.7296783842
2023-06-14,25858.8208677842
2023-06-15,25559.6269467845
2023-06-16,26323.8558521838
2023-06-17,26310.1138713838
2023-06-18,26340.7798521838
2023-06-19,26895.5396781835
2023-06-20,28345.4645923825
2023-06-21,30113.2781137813
2023-06-22,29998.4831521814
2023-06-23,30694.9080297813
2023-06-24,30690.0280297814
2023-06-25,30532.3410873815
2023-06-26,30289.5732159817
2023-06-27,30699.4200297814
2023-06-28,30070.2101329816
2023-06-29,30477.1550681813
2023-06-30,30477.3280489813
2023-07-01,30590.1269849813
2023-07-02,30629.6509281812
2023-07-03,31139.1937431808
2023-07-04,31013.37491
2023-07-05,30835.7280489814
2023-07-06,30073.2261329816
2023-07-07,30359.8180489817
2023-07-08,30233.2820873817
2023-07-09,30213.9812351817
2023-07-10,30144.4381713818
2023-07-11,30413.3310873818
2023-07-12,30416.8720873817
2023-07-13,31371.39085
2023-07-14,31400.8167983814
2023-07-15,30296.5959109819
2023-07-16,30274.42185
2023-07-17,30152.3171521818
2023-07-18,29869.0802735821
2023-07-19,29876.0052735821
2023-07-20,29809.7273119821
2023-07-21,29926.30489
2023-07-22,29777.85489
2023-07-23,30028.74489
2023-07-24,29152.0822351824
2023-07-25,29232.0462543824
2023-07-26,29368.1912543827
2023-07-27,29176.5522351828
2023-07-28,29234.8362543831
2023-07-29,29307.1222927831
2023-07-30,29327.7652927831
2023-07-31,29255.1082927832
2023-08-01,29667.7752927829
2023-08-02,29162.5712543833
2023-08-03,29210.2782927832
2023-08-04,29041.6053119834
2023-08-05,29075.9943119833
2023-08-06,29053.6063119834
2023-08-07,29178.7592733833
2023-08-08,29843.26491
2023-08-09,29435.8782539829
2023-08-10,29581.8282539828
2023-08-11,29463.0612539829
2023-08-12,29413.7532733829
2023-08-13,29323.0352733829
2023-08-14,29188.2612927831
2023-08-15,29791.4682539827
2023-08-16,28751.2493311833
2023-08-17,28190.0063887838
2023-08-18,26034.7869273857
2023-08-19,26067.1009273857
2023-08-20,26078.2509273856
2023-08-21,26126.2749273856
2023-08-22,26080.0869273856
2023-08-23,26428.3218677854
2023-08-24,26445.9478485853
2023-08-25,26019.0969273857
2023-08-26,26005.2619465857
2023-08-27,26083.4109273856
2023-08-28,26078.9979273856
2023-08-29,27686.4237623842
2023-08-30,27320.6038293844
